Title ID	PSN Name	Region	Match Type	Redump Title	Serial
NPUJ01509	Jigsaw Madness	US	exact	Jigsaw Madness	SLUS-01509
NPUJ01520	XS Junior League Soccer	US	exact	XS Junior League Soccer	SLUS-01520
NPUJ01525	Mobile Light Force	US	exact	Mobile Light Force	SLUS-01525
NPUJ01538	A Bug’s Life	US	fuzzy:0.92(diff region)	Disney/Pixar A Bug's Life	SLPM-86330
NPUJ01541	Final Fantasy Origins	US	exact	Final Fantasy Origins	SLUS-01541
NPUJ01552	Dirt Jockey	US	fuzzy:0.90(diff region)	G1 Jockey [Koei the Best] | GI Jockey	SLPM-80409 / SLPM-86195 / SLPM-86213 / SLPM-86858
NPUJ01554	XS Junior League Football	US	exact	XS Junior League Football	SLUS-01554
NPUJ01560	XS Junior League Dodgeball	US	exact	XS Junior League Dodgeball	SLUS-01560
NPUJ01566	XS Airboat Racing	US	exact	XS Airboat Racing	SLUS-01566
NPUJ94163	Final Fantasy VII	US	exact	Final Fantasy VII (Disc 1) | Final Fantasy VII (Disc 2) | Final Fantasy VII (Disc 3) | Final Fantasy VII (Interactive Sampler CD) | Final Fantasy VII (Square Soft on PlayStation Previews)	SCUS-94163 / SCUS-94164 / SCUS-94165 / SCUS-94179 / SCUS-94961
NPUJ94182	Armored Core	US	exact	Armored Core | Armored Core (Reprint)	SCUS-94182 / SLUS-01323
NPUJ94221	Final Fantasy Tactics	US	exact	Final Fantasy Tactics	SCUS-94221
NPUJ94236	Tomba	US	exact	Tomba! | Tomba! (Demo)	SCUS-94236 / SCUS-94255 / SLPS-01144
NPUJ94424	Bloody Roar 2	US	fuzzy:0.95	Bloody Roar | Bloody Roar II	SCUS-94199 / SCUS-94424
NPUJ94454	Tomba! 2	US	fuzzy:0.95	Tomba! | Tomba! (Demo)	SCUS-94236 / SCUS-94255 / SLPS-01144
NPUJ94457	Grandia	US	exact	Grandia (Disc 1) | Grandia (Disc 2)	SCUS-94457 / SCUS-94465
NPUJ94571	The Emperor’s New Groove	US	fuzzy:0.93	Disney's The Emperor's New Groove	SCUS-94571
NPUJ94602	Myst	US	exact	Myst	SCUS-94602
NPUJ94635	Monsters, Inc. Scream Team	US	fuzzy:0.92	Disney-Pixar Monsters, Inc.: Scream Team	SCUS-94635
NPUJ94643	Peter Pan: Return to Never Land	US	fuzzy:0.93	Disney's Peter Pan: Return to Never Land | Peter Pan in Disney's Return to Never Land	SCUS-94643 / SLUS-01583
NPUJ94646	Disney’s Lilo & Stitch: Trouble in Paradise	US	exact(other region)	Disney's Lilo & Stitch: Trouble in Paradise	SCES-03871
NPJI00001	Arc the Lad	JP	exact	Arc the Lad | Arc the Lad [PSOne Books]	SCPS-10008 / SCPS-91004 / SCPS-91302
NPJI00002	Minna no Golf 2	JP	exact	Minna no Golf 2	SCPS-10093 / SCPS-45421 / SCPS-91197
NPJI00003	Jumping Flash!	JP	exact	Jumping Flash!	SCPM-85001 / SCPS-10022
NPJI00006	GLOBAL FORCE～New Battle Nation	JP	fuzzy:0.60(diff region)	Global Domination | Global Domination (Beta 2)	SLES-01419 / SLES-01422 / SLES-01423 / SLES-01424 / SLES-01425 / SLUS-00721
NPJI00007	Ore no Shikabane o Koete Yuke	JP	exact	Ore no Shikabane o Koete Yuke	PCPX-96160 / SCPS-10074 / SCPS-91130 / SCPS-91198
NPJI00008	Gekisou TomaRunner	JP	exact	Gekisou Tomarunner	PCPX-96164 / SCPS-10087
NPJI00009	Wild Arms	JP	exact	Wild Arms	PCPX-96034 / SCPS-10028 / SCPS-45027 / SCPS-91038 / SCPS-91306
NPJI00010	Intelligent Qube	JP	fuzzy:0.95	I.Q: Intelligent Qube	PCPX-96058 / SCPS-10029 / SCPS-45036 / SCPS-91068
NPJI00011	Motor Toon Grand Prix USA Edition	JP	exact	Motor Toon Grand Prix: USA Edition	SCPS-91027
NPJI00012	Crash Bandicoot	JP	exact	Crash Bandicoot	PAPX-90010 / SCPS-10031 / SCPS-45026 / SCPS-91057 / SCPS-91304
NPJI00013	Ganbare Morikawa-kun 2nd Pet in TV	JP	exact	Ganbare Morikawa-kun 2nd Pet in TV	SCPS-45070
NPJI00014	Rally Cross	JP	exact	Rally Cross	SIPS-60022
NPJI00015	Gunners Heaven	JP	exact	Gunners Heaven	SCPS-10006
NPJI00017	Philosoma	JP	exact	Philosoma	SCPS-10009
NPJI00018	Arc The Lad II	JP	exact	Arc the Lad II	SCPS-10026 / SCPS-91071 / SCPS-91310
NPJI00019	XI [sai]	JP	exact	XI [Sai] | XI [sГЎi]	PAPX-90032 / PAPX-90037 / PAPX-90039 / SCPS-10051 / SCPS-45268 / SCPS-91166 / SCPS-91303
NPJI00020	Jet Moto	JP	exact(other region)	Jet Moto	SCUS-94309
NPJI00021	Jumping Flash! 2: Aloha Danshaku Ooyowari no Kan	JP	fuzzy:0.95	Jumping Flash! 2: Aloha Danshaku Ooyowari no Maki	SCPS-10021 / SCPS-45052
NPJI00022	Panekit	JP	fuzzy:0.87	Panekit: Infinitive Crafting Toy Case	SCPS-10096
NPJI00023	Depth	JP	exact	Depth	SCPS-18003
NPJI00024	Destruction Derby	JP	exact	Destruction Derby	SIPS-60001
NPJI00025	Robbit Mon Dieu	JP	exact	Robbit mon Dieu	PAPX-90098 / SCPS-10103
NPJI00026	Bealphareth	JP	exact	Bealphareth	SCPS-10138
NPJI00027	MediEvil: Yomigaetta Gallowmere no Yuusha	JP	exact	MediEvil: Yomigaetta Gallowmere no Yuusha	SCPS-10081
NPJI00028	Tiny Bullets	JP	exact	Tiny Bullets	SCPS-10130
NPJI00029	Twisted Metal EX	JP	fuzzy:0.95	Twisted Metal	SIPS-60007
NPJI00030	Um Jammer Lammy	JP	exact	Um Jammer Lammy | Um Jammer Lammy [PSOne Books]	PCPX-96150 / SCPS-18011 / SCPS-45391 / SCPS-91226 / SCPS-91325
NPJI00031	My Hot Cooking	JP	none		
NPJI00032	Ape Escape!	JP	exact(other region)	Ape Escape | Ape Escape (Demo 1) (EDC) | Ape Escape (Demo 2) | Ape Escape (Demo)	SCED-02133 / SCES-01564 / SCES-02028 / SCES-02029 / SCES-02030 / SCUS-94423 / SCUS-94470 / SCUS-94489
NPJI00033	Crime Crackers	JP	exact	Crime Crackers	SCPS-10003
NPJI00034	Crash Bandicoot 2	JP	fuzzy:0.95	Crash Bandicoot	PAPX-90010 / SCPS-10031 / SCPS-45026 / SCPS-91057 / SCPS-91304
NPJI00035	WipeOut	JP	exact	WipEout	SIPS-60003
NPJI00036	Wild Arms 2nd Ignition	JP	exact	Wild Arms 2nd Ignition (Disc 1) | Wild Arms 2nd Ignition (Disc 2) | Wild Arms: 2nd Ignition | Wild Arms: 2nd Ignition (Disc 1) | Wild Arms: 2nd Ignition (Disc 2)	PCPX-96161 / PCPX-96171 / SCPS-10089 / SCPS-10090 / SCPS-45429 / SCPS-45430 / SCPS-91208 / SCPS-91209 / SCPS-91321 / SCPS-91322
NPJI00037	Crash Bandicoot 3	JP	fuzzy:0.95	Crash Bandicoot	PAPX-90010 / SCPS-10031 / SCPS-45026 / SCPS-91057 / SCPS-91304
NPJI00038	Gunparade March	JP	fuzzy:0.90	Koukidou Gensou: Gunparade March	SCPS-10136
NPJI00039	PoPoRoGue	JP	exact	PoPoRoGue	PAPX-90056 / SCPS-10050 / SCPS-91312
NPJI00040	Linda Cube Again	JP	exact	Linda Cube Again	SCPS-45118
NPJI00042	PoPoLoCrois Monogatari	JP	exact	PoPoLoCrois Monogatari	SCPS-10023 / SCPS-91030 / SCPS-91305
NPJI00043	Crime Crackers 2	JP	exact	Crime Crackers 2	SCPS-10037
NPJI00044	Alundra (The Adventures Of Alundra)	JP	exact	Alundra	SCPS-10035
NPJI00045	XI [sai] Jumbo	JP	exact	XI [Sai] Jumbo | XI [sГЎi] Jumbo	SCPS-10123 / SCPS-45465 / SCPS-91231
NPJI00046	Circadia	JP	exact	Circadia | Circadia (Disc 1) | Circadia (Disc 2)	PAPX-90073 / PCPX-96138 / PCPX-96140 / SCPS-10077 / SCPS-10078
NPJI00047	The Legend of Dragoon	JP	exact	The Legend of Dragoon | The Legend of Dragoon (Disc 1) | The Legend of Dragoon (Disc 2) | The Legend of Dragoon (Disc 3) | The Legend of Dragoon (Disc 4)	PAPX-90091 / PAPX-90103 / PAPX-90104 / PCPX-96184 / SCPS-10119 / SCPS-10120 / SCPS-10121 / SCPS-10122 / SCPS-45461 / SCPS-45462 / SCPS-45463 / SCPS-45464
NPJI00048	I.Q Final	JP	exact	I.Q Final | I.Q Final [PlayStation the Best]	PAPX-90063 / PCPX-96137 / SCPS-10071 / SCPS-91227 / SCPS-91311
NPJI00049	PopoloCrois Monogatari II	JP	exact	PoPoLoCrois Monogatari II | PoPoLoCrois Monogatari II (Disc 1) | PoPoLoCrois Monogatari II (Disc 2) | PoPoLoCrois Monogatari II (Disc 3)	PCPX-96195 / SCPS-10112 / SCPS-10113 / SCPS-10114 / SCPS-45483 / SCPS-45484 / SCPS-45485 / SCPS-91313 / SCPS-91314 / SCPS-91315
NPJI00050	Arc The Lad III	JP	exact	Arc the Lad III | Arc the Lad III (Disc 1) | Arc the Lad III (Disc 2)	PAPX-90093 / PAPX-90099 / PCPX-96176 / SCPS-10106 / SCPS-10107 / SCPS-45438 / SCPS-45439 / SCPS-91228 / SCPS-91229 / SCPS-91316 / SCPS-91317
NPJI00051	Velldeselba Senki: Tsubasa no Kunshou	JP	exact	Velldeselba Senki: Tsubasa no Kunshou	PAPX-90012 / SCPS-10027
NPJI00052	Arc the Lad: Monster Game with Casino Game	JP	exact	Arc the Lad: Monster Game with Casino Game (Disc 1) (Monster Game) | Arc the Lad: Monster Game with Casino Game (Disc 2) (Casino Game)	SCPS-10040 / SCPS-10041
NPJI00053	Kokohore! Pukka: Dig-a-Dig Pukka	JP	fuzzy:0.62	Koko Hore! Pukka	SCPS-10133
NPJI00054	Magical Dice Kids	JP	exact	Magical Dice Kids	SCPS-10135
NPJI00055	Addie no Okurimono: To Moze from Addie	JP	exact	Addie no Okurimono: To Moze from Addie	PAPX-90105 / SCPS-10126
NPJI00057	Docchi Mecha!	JP	fuzzy:0.92	Dotchi Mecha!	SCPS-10129
NPJI00060	Crash Team Racing	JP	fuzzy:0.93(diff region)	CTR: Crash Team Racing | CTR: Crash Team Racing (Demo) | CTR: Crash Team Racing (EDC)	SCES-02105 / SCUS-94426 / SCUS-94459
NPJI00061	Crash Bash Carnival	JP	fuzzy:0.92(diff region)	Crash Bash | Crash Bash (Demo)	SCES-02834 / SCUS-94570 / SCUS-94616
NPJI00062	Spyro the Dragon	JP	exact	Spyro the Dragon	PAPX-90078 / SCPS-10083 / SCPS-10085 / SCPS-45395
NPJI00063	Spyro 2: Ripto's Rage!	JP	exact(other region)	Spyro 2: Ripto's Rage! | Spyro 2: Ripto's Rage! (Demo)	SCUS-94425 / SCUS-94460
NPJI00066	G-POLICE	JP	exact	G-Police | G-Police (Disc 1) | G-Police (Disc 2)	PCPX-96125 / SCPS-10065 / SCPS-10066
NPJI00067	KulaQuest	JP	exact	KulaQuest	PCPX-96121 / SCPS-10064
NPJI00069	Rapid Racer	JP	exact	Rapid Racer	SCPS-10060 / SCPS-45282
NPJI00070	Fire Panic	JP	fuzzy:0.89	Fire Panic: Mack no Rescue Daisakusen	SCPS-10055
NPJI00072	WarHawk	JP	fuzzy:0.88(diff region)	Warhawk: The Red Mercury Missions	SCES-00062 / SCUS-94305
NPJI00078	Doko Demo Issho	JP	exact	Doko Demo Issho	PAPX-90086 / PCPX-96152 / SCPM-85006 / SCPS-10092 / SCPS-10142 / SCPS-91212
NPJI00079	Pocket Jiman	JP	exact	Pocket Jiman	SCPS-10104
NPJI00080	Brightis	JP	exact	Brightis	SCPS-10105
NPJI00081	Pocket MuuMuu	JP	exact	Pocket MuuMuu	SCPS-10076
NPJI00082	Vib-Ribbon	JP	exact	Vib-Ribbon	PAPX-90101 / PAPX-90102 / SCPS-18012 / SCPS-45469 / SCPS-91213 / SCPS-91308
NPJI90001	XI[sai] / Devil Dice (Demo)	JP	fuzzy:0.95(diff region)	Devil Dice	SCES-01312 / SLUS-00672
NPJJ00001	Mr. Driller	JP	exact	Mr Driller | Mr. Driller	SCPS-45259 / SLPS-02600
NPJJ00002	Tekken 2	JP	exact	Tekken 2	SLPS-00300 / SLPS-91055
NPJJ00003	Silent Bomber	JP	exact	Silent Bomber	SCPS-45437 / SLPM-80494 / SLPS-02334
NPJJ00004	Biohazard Director’s Cut	JP	fuzzy:0.98	Bio Hazard: Director's Cut	SLPS-00998
NPJJ00005	Bishi Bashi Special	JP	exact	Bishi Bashi Special | Bishi Bashi Special [Konami The Best] | Bishi Bashi Special [PSOne Books]	SLPM-86123 / SLPM-86825 / SLPM-87206
NPJJ00006	Konami Antiques: MSX Collection Vol. 1	JP	exact	Konami Antiques: MSX Collection Vol. 1	SLPM-86052
NPJJ00008	Konami Antiques: MSX Collection Vol. 2	JP	exact	Konami Antiques MSX Collection Vol.2 | Konami Antiques: MSX Collection Vol. 2	SCPS-45155 / SLPM-86062
NPJJ00009	DINO CRISIS	JP	exact	Dino Crisis	SLPM-86903 / SLPS-02180
NPJJ00010	The Conveni: Ano Machi wo Dokusen Seyo	JP	fuzzy:0.99	The Conveni: Ano Machi o Dokusen seyo	SLPM-86655 / SLPS-00782 / SLPS-91104
NPJJ00011	The Adventure of Puppet Princess: Marl Oukoku no Ningyou Hime	JP	fuzzy:0.95	Marl Oukoku no Ningyou-hime: The Adventure of Puppet Princess | Marl Oukoku no Ningyou-hime: The Adventure of Puppet Princess (Omake Disc)	SLPM-80319 / SLPS-01734 / SLPS-02286 / SLPS-02287 / SLPS-91415
NPJJ00013	Migi Hadari U-SA	JP	fuzzy:0.67	G Darius	SCPS-45202 / SLPM-80205 / SLPM-86453 / SLPS-01348
NPJJ00014	Taiyou no Shippo: Wild, Pure, Simple Life	JP	exact	Taiyou no Shippo: Wild, Pure, Simple Life	SCPS-45099 / SLPS-00330 / SLPS-91034 / SLPS-91411
NPJJ00015	A. IV Evolution Global (PlayStation the Best)	JP	exact(other region)	A.IV: Evolution Global	SCES-00290
NPJJ00016	Vampire: Kyuuketsuki Densetsu	JP	fuzzy:0.98	Vampir: Kyuuketsuki Densetsu	SLPS-01932
NPJJ00017	Spectral Force	JP	exact	Spectral Force	SLPS-00969 / SLPS-01056 / SLPS-01898
NPJJ00018	Logic Mahjong Soryu 3 or 4players	JP	fuzzy:0.72	Logic Mahjong Souryuu: Sannin Uchi: 3 Players Game	SLPS-02036
NPJJ00019	Yaku: Yuujou Dangi	JP	exact	Yaku: Yuujou Dangi	SLPS-00152
NPJJ00020	THE DRUG STORE	JP	exact	The Drug Store	SLPM-86678
NPJJ00021	PUZZLE MANIA	JP	exact	Puzzle Mania	SLPM-86653 / SLPS-01778
NPJJ00023	Shanghai: Dynasty	JP	fuzzy:0.89	SuperLite 1500 Series: Shanghai: Dynasty	SLPM-86764
NPJJ00024	Arcade Hits RAIDEN	JP	exact	Arcade Hits: Raiden	SLPM-86613
NPJJ00025	Tall Unlimited	JP	exact	Tall Unlimited	SLPM-87116 / SLPS-02366
NPJJ00026	Galaxy Fight	JP	exact(other region)	Galaxy Fight	SLES-00197
NPJJ00027	Hard Edge	JP	exact	Hard Edge | Hard Edge [Collection Best] | Hard Edge [Value 1500]	SLPS-01733 / SLPS-02692 / SLPS-03270
NPJJ00028	A5: A-Ressha de Ikou 5	JP	exact	A5: A Ressha de Ikou 5	SCPS-45153 / SLPS-01120 / SLPS-91124
NPJJ00029	Lunatic Dawn III	JP	exact	Lunatic Dawn III	SLPS-01749 / SLPS-02537
NPJJ00030	Fushigi Deka	JP	exact	Fushigi Deka	SLPM-86642
NPJJ00031	LOVE GAME'S WAIWAI TENNIS PLUS	JP	fuzzy:0.98	Love Game's: Wai Wai Tennis Plus	SLPM-86899
NPJJ00033	Ikasama Mahjong	JP	exact	Ikasama Mahjong	SLPS-02606 / SLPS-03314
NPJJ00034	Jiisan 2 Tabi Bikkuri: CG Mukashibanashi	JP	none		
NPJJ00035	Yaku Tou: Noroi no Game	JP	fuzzy:0.93	Yaku Tsuu: Noroi no Game	SLPS-00689
NPJJ00036	JIGSAW WORLD	JP	exact	Jigsaw World	SLPS-00028 / SLPS-02251
NPJJ00037	Bakumatsu Rouman: Gekka no Kenshi	JP	fuzzy:0.98	Bakumatsu Roman: Gekka no Kenshi	SLPM-86118 / SLPM-86436
NPJJ00038	Real Bout Garou Densetsu Special Dominated Mind	JP	exact	Real Bout Garou Densetsu Special: Dominated Mind | Real Bout Garou Densetsu Special: Dominated Mind [SNK Best Collection]	SCPS-45276 / SLPM-80246 / SLPM-86085 / SLPM-86090 / SLPM-86321
NPJJ00039	Real Bout Garou Densetsu	JP	exact	Real Bout Garou Densetsu | Real Bout Garou Densetsu [PlayStation the Best]	SCPS-45033 / SLPM-80070 / SLPM-86108 / SLPS-00640
NPJJ00040	Metal Slug X	JP	exact	Metal Slug X	SCPS-45490
NPJJ00041	Kenkaku Ibunroku Yomigaerishi Soukou no Yaiba Samurai Spirits Shinshou	JP	fuzzy:0.99	Kenkaku Ibunroku: Yomigaerishi Souku no Yaiba: Samurai Spirits Shinshou	SCPS-45466 / SLPM-80512 / SLPM-86345
NPJJ00042	Garou Densetsu Wild Ambition	JP	exact	Garou Densetsu: Wild Ambition | Garou Densetsu: Wild Ambition [SNK Best Collection]	SCPS-45409 / SLPM-80446 / SLPM-86236 / SLPM-86576
NPJJ00043	Spectral Tower	JP	exact	Spectral Tower	SLPS-00476
NPJJ00044	Spectral Force 2: Eien naru Kiseki	JP	fuzzy:0.89	Spectral Force | Spectral Force 2	SLPS-00969 / SLPS-01056 / SLPS-01628 / SLPS-01898 / SLPS-02784
NPJJ00045	Suna no Embrace: Eden no Sato no Never	JP	exact	Suna no Embrace: Eden no Sato no Never [Idea Factory Collection]	SLPS-03275
NPJJ00046	The FamiRes: Shijou Saikyou no Menu	JP	exact	The Famires: Shijou Saikyou no Menu | The Famires: Shijou Saikyou no Menu [Best of the Best]	SLPM-87254 / SLPS-01763 / SLPS-02715
NPJJ00047	Septentrion ~Out of the Blue~	JP	exact	Septentrion: Out of the Blue	SLPM-86612 / SLPS-01940
NPJJ00048	Little Princess+1: Maru Oukoku no Ningyou Hime 2	JP	fuzzy:0.96	Little Princess: Marl Oukoku no Ningyou-hime 2 | Little Princess: Marl Oukoku no Ningyou-hime 2 (Disc 1) | Little Princess: Marl Oukoku no Ningyou-hime 2 (Disc 2)	SLPM-80492 / SLPS-02376 / SLPS-03012 / SLPS-03013 / SLPS-91414
NPJJ00049	Samurai Spirits: Kenkaku Yubinan Pack	JP	fuzzy:0.93	Samurai Spirits: Kenkaku Shinan Pack	SCPS-45209 / SLPS-00647
NPJJ00050	The King Of Fighters ’95	JP	exact	The King of Fighters '95	SLPS-00351 / SLPS-91026
NPJJ00051	The King Of Fighters ’96	JP	exact	The King of Fighters '96	SLPM-86110 / SLPS-00834
NPJJ00052	The King Of Fighters ’97	JP	exact	The King of Fighters '97	SCPS-45248 / SLPM-80242 / SLPM-86084 / SLPM-86245 / SLPS-91511
NPJJ00053	Guilty Gear	JP	exact	Guilty Gear	SLPM-80302 / SLPS-01357 / SLPS-02273
NPJJ00054	Spectral Tower 2	JP	fuzzy:0.95	Spectral Tower | Spectral Tower II	SLPM-80209 / SLPS-00476 / SLPS-01179 / SLPS-02055
NPJJ00055	Oasis Road	JP	exact	Oasis Road	SLPS-01899
NPJJ00056	The King Of Fighters ’98	JP	fuzzy:0.96	The King of Fighters '95 | The King of Fighters '96 | The King of Fighters '97 | The King of Fighters '99 | The King of Fighters '99 [SNK Best Collection] [Reprint]	SCPS-45248 / SCPS-45489 / SLPM-80242 / SLPM-86084 / SLPM-86110 / SLPM-86245 / SLPM-86462 / SLPM-86784 / SLPS-00351 / SLPS-00834 / SLPS-03450 / SLPS-91026 / SLPS-91511
NPJJ00057	The King Of Fighters ’99	JP	exact	The King of Fighters '99 | The King of Fighters '99 [SNK Best Collection] [Reprint]	SCPS-45489 / SLPM-86462 / SLPM-86784 / SLPS-03450
NPJJ00058	Samurai Spirits: Amakusa Kourin Special	JP	exact	Samurai Spirits: Amakusa Kourin Special	SLPS-01171 / SLPS-91513
NPJJ00059	The King Of Fighters Kyo	JP	exact	The King of Fighters Kyo [SNK Best Collection]	SLPM-86314
NPJJ00060	Samurai Spirits: Zankuro Musouken	JP	fuzzy:0.98	Samurai Spirits: Zankurou Musouken | Samurai Spirits: Zankurou Musouken [PlayStation the Best]	SLPS-00350 / SLPS-91024 / SLPS-91514
NPJJ00061	Metal Slug	JP	fuzzy:0.95	Metal Slug X	SCPS-45490
NPJJ00062	AI Mahjong Selection	JP	exact	AI Mahjong Selection	SLPM-87117
NPJJ00063	Zipangu Jima: Unmei wa Saikoro ga Kimeru!?	JP	exact	Zipangu-jima: Unmei wa Saikoro ga Kimeru!?	SLPM-80488 / SLPM-86643 / SLPS-02244 / SLPS-02260
NPJJ00064	Puzzle Mania 2	JP	exact	Puzzle Mania 2	SLPM-86674 / SLPS-01952
NPJJ00065	Sanvein (SuperLite 1500 Series)	JP	exact(other region)	Sanvein	SLES-02919
NPJJ00067	Cotton Original (SuperLite 1500 Series)	JP	fuzzy:0.89	Fantastic Night Dreams: Cotton Original	SLPS-02034
NPJJ00068	Armored Core	JP	exact	Armored Core | Armored Core [PSOne Books]	SCPS-45060 / SLPM-80111 / SLPM-80118 / SLPM-80119 / SLPS-00900 / SLPS-03581 / SLPS-91064 / SLPS-91402
NPJJ00069	King’s Field	JP	exact	King's Field	SLPS-00017 / SLPS-03578 / SLPS-91401
NPJJ00070	BOXER'S ROAD	JP	exact	Boxer's Road	SLPS-00033 / SLPS-91007
NPJJ00071	The Adventure Of Little Ralph	JP	fuzzy:0.91	Chippoke Ralph no Daibouken: The Adventure of Little Ralph	SLPM-80433 / SLPS-01853
NPJJ00072	AI Shogi Selection	JP	fuzzy:0.97	AI Shougi Selection	SLPM-87068
NPJJ00073	Chiki Chiki Chicken (SuperLite 1500 Series)	JP	fuzzy:0.61	Chiki Chiki Machine Mou Race: Wacky Races	SLPM-86845
NPJJ00074	Memorial * Series: Sunsoft Vol. 1: Ikki / Super Arabian	JP	fuzzy:0.91	Memorial Series: Sunsoft Vol. 1 | Memorial Series: Sunsoft Vol. 2 | Memorial Series: Sunsoft Vol. 3 | Memorial Series: Sunsoft Vol. 4 | Memorial Series: Sunsoft Vol. 5 | Memorial Series: Sunsoft Vol. 6	SLPS-03135 / SLPS-03181 / SLPS-03366 / SLPS-03382 / SLPS-03397 / SLPS-03486
NPJJ00075	Memorial * Series: Sunsoft Vol. 2: Route-16 Turbo / Atlantis no Nazo	JP	fuzzy:0.90	Memorial Series: Sunsoft Vol. 1 | Memorial Series: Sunsoft Vol. 2 | Memorial Series: Sunsoft Vol. 3 | Memorial Series: Sunsoft Vol. 4 | Memorial Series: Sunsoft Vol. 5 | Memorial Series: Sunsoft Vol. 6	SLPS-03135 / SLPS-03181 / SLPS-03366 / SLPS-03382 / SLPS-03397 / SLPS-03486
NPJJ00076	Shinsou Kaiten: Wanwan Umi Monogatari: Sanyo Pachinko Paradise DX	JP	fuzzy:0.99	Shinsou Kaiten!! Wan Wan Umi Monogatari: Sanyo Pachinko Paradise DX	SLPS-03312
NPJJ00077	Gakkou Deatta Kowai Hanashi S	JP	fuzzy:0.98	Gakkou de Atta Kowai Hanashi S	SLPS-00404
NPJJ00078	Prismaticallization	JP	exact	Prismaticallization	SLPS-02360
NPJJ00079	Sanyo Pachinko Paradise 5	JP	fuzzy:0.96	Sanyo Pachinko Paradise	SLPS-02164
NPJJ00080	ATHENA -Awakening from the ordinary life-	JP	exact	Athena: Awakening from the Ordinary Life | Athena: Awakening from the Ordinary Life (Disc 1) | Athena: Awakening from the Ordinary Life (Disc 2) | Athena: Awakening from the Ordinary Life (Disc 3)	SLPM-80413 / SLPM-86185 / SLPM-86186 / SLPM-86187
NPJJ00081	Arcade Hits: Sonic Wings Special	JP	exact	Arcade Hits: Sonic Wings Special	SLPM-87137
NPJJ00082	The Conveni 2: Zenkoku Chain Tenkai da!	JP	exact	The Conveni 2: Zenkoku Chain Tenkai da!	SLPM-86691 / SLPS-01146
NPJJ00083	King’s Field II	JP	exact	King's Field II	SLPS-00069 / SLPS-03579 / SLPS-91003 / SLPS-91423
NPJJ00084	Echo Night	JP	exact	Echo Night	SLPS-01518 / SLPS-91143 / SLPS-91403
NPJJ00085	Memorial * Series: Sunsoft Vol. 3: Madoola no Tsubasa / Toukaidou Gojuusan Tsugi	JP	fuzzy:0.89	Memorial Series: Sunsoft Vol. 1 | Memorial Series: Sunsoft Vol. 2 | Memorial Series: Sunsoft Vol. 3 | Memorial Series: Sunsoft Vol. 4 | Memorial Series: Sunsoft Vol. 5 | Memorial Series: Sunsoft Vol. 6	SLPS-03135 / SLPS-03181 / SLPS-03366 / SLPS-03382 / SLPS-03397 / SLPS-03486
NPJJ00086	Blue Breaker: Egao no Yakusoku	JP	exact	Blue Breaker: Egao no Yakusoku	SLPM-86646 / SLPS-01122
NPJJ00087	Azito	JP	exact	Azito	SLPM-87284 / SLPS-00683
NPJJ00088	Shadow Tower	JP	exact	Shadow Tower	SLPS-01420
NPJJ00089	Armored Core: Project Phantasma	JP	exact	Armored Core: Project Phantasma	SLPS-01130 / SLPS-91110 / SLPS-91424
NPJJ00090	Ganbare Goemon Uchuu Kaizoku Akogingu	JP	exact	Ganbare Goemon: Uchuu Kaizoku Akogingu | Ganbare Goemon: Uchuu Kaizoku Akogingu [PSOne Books]	SLPM-86030 / SLPM-87327 / SLPS-00217
NPJJ00091	Michinoku Hitou Koimonogatari Kai	JP	fuzzy:0.99	Michinoku Hitou Koi Monogatari Kai	SLPS-02502
NPJJ00092	Hanafuda Graffiti: Koi Koi Monogatari	JP	exact	Hanafuda Graffiti: Koi Koi Monogatari	SLPM-87083 / SLPS-00367
NPJJ00093	Sanyo Pachinko Paradise	JP	exact	Sanyo Pachinko Paradise	SLPS-02164
NPJJ00094	Sanyo Pachinko Paradise 2	JP	fuzzy:0.96	Sanyo Pachinko Paradise	SLPS-02164
NPJJ00095	King’s Field III	JP	exact	King's Field III	SLPS-00377 / SLPS-03580 / SLPS-91089 / SLPS-91426
NPJJ00096	Echo Night #2: Nemuri no Shihaisha	JP	exact	Echo Night #2: Nemuri no Shihaisha	SLPM-80468 / SLPS-02167 / SLPS-91425
NPJJ00098	Hana to Ryuu	JP	exact	Hana to Ryuu	SLPS-01532
NPJJ00099	Neo Atlas	JP	exact	Neo Atlas	SLPM-80230 / SLPS-01212 / SLPS-91117
NPJJ00100	Sanyo Pachinko Paradise 3	JP	fuzzy:0.96	Sanyo Pachinko Paradise	SLPS-02164
NPJJ00101	Sanyo Pachinko Paradise 4	JP	fuzzy:0.96	Sanyo Pachinko Paradise	SLPS-02164
NPJJ00102	Wizard’s Harmony	JP	exact	Wizard's Harmony | Wizard's Harmony [Reprint]	SLPS-00194 / SLPS-01877
NPJJ00104	Fuuraiki	JP	exact	Fuuraiki	SLPS-03094
NPJJ00105	Armored Core: Master of Arena	JP	exact	Armored Core: Master of Arena | Armored Core: Master of Arena (Disc 1) | Armored Core: Master of Arena (Disc 2)	SLPM-80371 / SLPS-01855 / SLPS-01856 / SLPS-91188 / SLPS-91189 / SLPS-91444 / SLPS-91445
NPJJ00107	Frisky Tom	JP	fuzzy:0.90	Arcade Hits: Frisky Tom	SLPM-87118
NPJJ00108	Arcade Hits: Moon Cresta	JP	exact	Arcade Hits: Moon Cresta	SLPM-87082
NPJJ00109	Blue Breaker Burst: Bishou o Anata to	JP	exact	Blue Breaker Burst: Bishou o Anata to	SLPS-01502
